Brand,Model,Year,Status,Mileage,Dealer,Price
Kia,Sorento,2022,Used,9357,Landers Toyota of Northwest Arkansas,28576
Toyota,Tacoma,2023,Used,3443,Landers Toyota of Northwest Arkansas,47180
Acura,TLX,2022,Used,20176,Landers Toyota of Northwest Arkansas,40676
Toyota,Highlander,2022,Certified,26405,Landers Toyota of Northwest Arkansas,35242
Nissan,Frontier,2023,New,,Wolfchase Nissan,40095
Honda,Accord,2024,New,,Wolfchase Honda,31005
Nissan,Frontier,2024,New,,Wolfchase Nissan,39160
Lexus,GX,2020,Used,18420,Bob Moore INFINITI,54400
Honda,Odyssey,2021,Certified,21473,Bob Howard Honda,34924
Mercedes,GLE,2022,Used,19328,George Nunnally Chevrolet,66777
Porsche,914,1975,Used,74847,McLarty Daniel Nissan,18599
Genesis,GV70,2024,New,,Genesis of Edmond,58160
Ford,Escape,2023,New,,McLarty Daniel Ford,33688
Ford,Escape,2023,New,,McLarty Daniel Ford,30380
Kia,Rio,2023,New,,Kalidy Kia,19895
GMC,Yukon,2021,Used,60639,McLarty Daniel Buick GMC,51799
Toyota,Sequoia,2019,Used,79185,McLarty Daniel Buick GMC,40499
Mazda,CL,2019,Used,44382,McLarty Daniel Chrysler Dodge Jeep RAM of Bentonville,23675
Toyota,Sequoia,2020,Used,80105,Bob Moore Volkswagen,43900
Audi,Q7,2019,Used,33983,Bob Moore Volkswagen,34900
Volkswagen,Arteon,2023,New,,Bob Moore Volkswagen,46200
Ford,Expedition,2023,New,,Cavender Ford of Oklahoma City,80455
Chevrolet,Silverado,2019,Used,90578,Pryor Chevrolet Buick GMC,28196
GMC,Yukon,2021,Certified,42526,Pryor Chevrolet Buick GMC,66374
Ford,Mustang,2024,New,,"Farrow-Ward Ford, Inc.",
Mercedes,GLB,2023,New,,Mercedes-Benz of Tuscaloosa,49075
Mercedes,GLB,2023,New,,Mercedes-Benz of Tuscaloosa,45735
Mercedes,GLB,2023,New,,Mercedes-Benz of Tuscaloosa,52640
Cadillac,Escalade,2022,Certified,19451,Central Chevrolet Cadillac,100996
GMC,Yukon,2023,New,,Central Buick GMC,68590
Hyundai,Palisade,2021,Used,26510,Fort Walton Mitsubishi,35995
Chevrolet,Camaro,2023,New,,Express Chevrolet,47890
Jeep,Grand Cherokee,2021,Used,47206,Express Chevrolet,37452
Honda,CR-V,2024,New,,6th Avenue Honda,34835
Lexus,RX,2021,Used,26075,Bolivar Ford,42620
Ford,Bronco,2023,New,,Seth Wadley Ford of Perry,59035
Chevrolet,Silverado,2024,New,,Pollard Chevrolet Buick,63925
Chevrolet,Corvette,2022,Used,26654,Seth Wadley Chevrolet Buick GMC of Perry,86900
GMC,Yukon,2023,New,,Express Chevrolet GMC,73940
GMC,Yukon,2023,New,,Express Chevrolet GMC,77130
GMC,Yukon,2022,Used,52648,Express Chevrolet GMC,68800
Ford,Fiesta,2017,Used,96266,Patriot BUICK GMC Hyundai,7000
GMC,Acadia,2023,New,,Vance Chevrolet Buick GMC Miami,47555
Nissan,Frontier,2023,New,,Benton Nissan of Bessemer,42135
Ford,F-250,2020,Used,34872,Town & Country Ford,73899
GMC,Yukon,2021,Used,50736,Landers Chevrolet Cadillac of Joplin,65356
Lexus,GX,2017,Used,97479,Riverchase Kia,27000
Infiniti,QX60,2023,Certified,7839,INFINITI of Birmingham,52000
GMC,Acadia,2023,New,,Skyway Buick GMC,45440
GMC,Acadia,2023,New,,Skyway Buick GMC,50610
GMC,Acadia,2023,New,,Skyway Buick GMC,42230
GMC,Acadia,2023,New,,Skyway Buick GMC,
GMC,Acadia,2023,New,,Skyway Buick GMC,41105
RAM,1500,2023,New,,Hendrick Chrysler Dodge Jeep RAM Hoover,65775
RAM,1500,2023,New,,Hendrick Chrysler Dodge Jeep RAM Hoover,67090
RAM,1500,2022,New,,Hendrick Chrysler Dodge Jeep RAM Hoover,49940
Volvo,XC90,2023,New,,Royal Automotive,75765
Volvo,XC90,2024,New,,Royal Automotive,67415
Volkswagen,Golf,2024,New,,Royal Automotive,38356
Buick,GX,2023,New,,Royal Automotive,28725
Cadillac,Escalade,2016,Used,137972,Wood Ford Carthage,27701
Infiniti,QX80,2020,Used,65431,Wood Ford Carthage,34593
Ford,Explorer,2023,New,,Wood Ford Carthage,49500
RAM,1500,2023,New,,Wood Chrysler Dodge Jeep Ram Carthage,48045
Dodge,Charger,2023,New,,Wood Chrysler Dodge Jeep Ram Carthage,33389
Honda,Odyssey,2018,Used,120103,Golden Circle Ford,24140
Mazda,CX-30,2021,Used,63856,Golden Circle Ford,19726
Hyundai,Kona,2023,New,,Allen Samuels Hyundai,25305
Honda,CLA,2018,Used,61591,Reliable Chevrolet,17749
Ford,F-150,2023,New,,Corwin Ford of Springfield,76971
BMW,528 i,2013,Used,80111,Greenway Hyundai of the Shoals,13356
Audi,Q5,2018,Used,79029,Greenway Hyundai of the Shoals,19750
Honda,HR-V,2024,New,,Skyway Honda Of Enid,27525
Honda,HR-V,2024,New,,Skyway Honda Of Enid,27980
RAM,2500,2019,Used,64065,Skyway Honda Of Enid,34990
Volvo,XC60,2024,New,,Jack Ingram Motors,53855
BMW,Coupe,2020,Used,85480,Reliable Toyota Lexus BMW Audi,24673
Hyundai,Veloster,2020,Used,12022,Heather Cannon Honda,28400
Chrysler,300,2018,Used,77687,Heather Cannon Honda,20888
Lexus,RX,2023,New,,Lexus of Birmingham,64725
Dodge,Challenger,2023,New,,Voyles CDJR of Birmingham,37400
RAM,1500,2022,New,,Voyles CDJR of Birmingham,58627
Dodge,Challenger,2023,New,,Voyles CDJR of Birmingham,67215
Dodge,Challenger,2023,New,,Voyles CDJR of Birmingham,46900
Dodge,Challenger,2023,New,,Voyles CDJR of Birmingham,79260
Jeep,Wrangler,2023,New,,Voyles CDJR of Birmingham,60625
Honda,Passport,2023,New,,Brannon Honda,47935
Honda,Passport,2023,New,,Brannon Honda,42930
Lexus,NX,2021,Used,18302,Corwin Chrysler Dodge Jeep Ram Fiat of Springfield,32995
RAM,1500,2021,Used,40360,Humboldt Chrysler Dodge Jeep RAM Inc,31987
Toyota,4Runner,2023,New,,Serra Toyota,49944
Jeep,Wrangler,2015,Used,73731,Sam Boswell Buick GMC,24489
Nissan,Versa,2023,New,,Serra Nissan,19295
Ford,F-250,2018,Used,77655,Sewell Buick GMC of Midland,47950
Chevrolet,Trax,2024,New,,Bill Cramer Chevrolet Buick GMC,22985
Mercedes,GLE,2024,New,,Mercedes-Benz of Midland,87220
Mercedes,4MATIC,2023,New,,Mercedes-Benz of Midland,85740
Mercedes,4MATIC,2023,New,,Mercedes-Benz of Midland,86040
Ford,Expedition,2018,Used,106939,Golden Circle Chevrolet,29648
Mazda,Mazda3,2024,New,,John Lee Mazda,
Toyota,4Runner,2023,New,,Toyota of Sylacauga,40928
Toyota,4Runner,2023,New,,Toyota of Sylacauga,52873
Chevrolet,Silverado,2023,New,,Mitch Hall Chevrolet Buick GMC Cadillac,44564
Chrysler,Pacifica,2023,New,,All American Chrysler Dodge Jeep Ram of Odessa,53085
GMC,Sierra,2016,Used,54265,Shottenkirk Honda Decatur,26500
Nissan,Armada,2021,Used,35049,Shottenkirk Honda Decatur,43974
Chevrolet,Tahoe,2023,New,,Lynn Layton Chevrolet Inc,66135
Jeep,Gladiator,2023,New,,McSweeney Chrysler Dodge Jeep Ram,61260
Dodge,Challenger,2023,New,,McSweeney Chrysler Dodge Jeep Ram,52025
Nissan,Armada,2023,New,,Autry Morlan Chevrolet Nissan,66000
Lexus,GX,2023,New,,Cavender Lexus of Lubbock,60080
Honda,Passport,2023,New,,Frank Brown Honda,44975
Audi,A4,2023,New,,Audi Lubbock,49285
Ford,F-150,2023,New,,WEAKLEY FORD NISSAN,56068
Nissan,Armada,2023,New,,WEAKLEY FORD NISSAN,60532
Nissan,Frontier,2023,New,,WEAKLEY FORD NISSAN,44755
RAM,2500,2021,Used,57175,North Country Ford Chrysler Dodge Jeep Ram,46719
Jeep,Renegade,2023,New,,Sewell Chrysler Dodge Jeep Ram,32535
Jeep,Renegade,2023,New,,Sewell Chrysler Dodge Jeep Ram,33030
Jeep,Renegade,2023,New,,Sewell Chrysler Dodge Jeep Ram,32855
Nissan,Pathfinder,2024,New,,Marianna Nissan,50386
Ford,F-350,2023,New,,Sons Ford Lincoln,
Ford,F-250,2023,New,,Sons Ford Lincoln,
Nissan,Frontier,2019,Used,61133,Max Motors of Nevada Chrysler Dodge Jeep Ram,26000
GMC,Sierra,2024,New,,Autry Morlan Inc.,60350
Chevrolet,Corvette,2024,New,,Autry Morlan Inc.,71585
Toyota,Tacoma,2021,Used,23974,University Kia,27995
Ford,Bronco,2023,New,,Woody Anderson Ford,58915
Toyota,4Runner,2023,New,,Sand Mountain Toyota,49524
Toyota,RAV4,2023,New,,Sand Mountain Toyota,34006
Kia,Stinger,2022,Used,22239,Kia Store Anniston - Oxford,38706
Ford,F-250,2023,New,,Smith Auto Family Levelland,106345
Jeep,Wagoneer,2022,New,,Parks Motors,67990
Toyota,Camry,2023,New,,Landers McLarty Toyota,34507
Toyota,Camry,2023,New,,Landers McLarty Toyota,29936
Toyota,Highlander,2024,New,,Landers McLarty Toyota,55453
Toyota,Camry,2023,New,,Landers McLarty Toyota,34671
Toyota,Camry,2023,New,,Landers McLarty Toyota,34700
Chevrolet,1500,1994,Used,122650,Select Motors,23999
RAM,2500,2023,New,,King Ford Chrysler Dodge Jeep Ram,89890
Cadillac,Escalade,2023,New,,Eddy's Chevrolet Cadillac,104470
Honda,Civic,2024,New,,Scholfield Honda,32100
Honda,Civic,2024,New,,Scholfield Honda,29185
Honda,CR-V,2024,New,,Scholfield Honda,32780
Honda,Odyssey,2024,New,,Scholfield Honda,48069
Honda,CR-V,2023,New,,Scholfield Honda,35535
Honda,Passport,2023,New,,Scholfield Honda,48390
Honda,Civic,2024,New,,Scholfield Honda,27900
Honda,HR-V,2024,New,,Scholfield Honda,29480
Jeep,Grand Cherokee,2023,New,,Columbia Chrysler Dodge Jeep Ram Fiat,69641
Buick,Enclave,2023,New,,Hatchett Buick GMC,52025
Porsche,Taycan,2020,Used,14799,Porsche Wichita,86998
Tesla,Model Y,2022,Used,9411,Porsche Wichita,47598
Porsche,Taycan,2020,Certified,2081,Porsche Wichita,114998
Porsche,Cayman,2022,Used,182,Porsche Wichita,112998
Porsche,911,2019,Certified,9298,Porsche Wichita,149998
Jaguar,F-TYPE,2024,New,,"Jaguar, Land Rover of Wichita",94543
Jaguar,F-TYPE,2024,New,,"Jaguar, Land Rover of Wichita",123443
Jaguar,F-TYPE,2024,New,,"Jaguar, Land Rover of Wichita",95693
Lexus,GX,2023,New,,Lexus of Wichita,64035
Audi,A5,2023,New,,Audi Wichita,54085
Mercedes,GLE,2020,Used,29904,Toyota of Murray,42699
Porsche,Cayman,2014,Used,106212,AdvantEdge Quality Cars,45972
Toyota,Tundra,2012,Used,66871,AdvantEdge Quality Cars,24995
Chevrolet,Corvette,2008,Used,41760,Tri Star Motorcars,27500
Lexus,RX,2020,Used,43679,Davis-Moore Chevrolet,43495
Chevrolet,Tahoe,2023,Certified,13050,Davis-Moore Chevrolet,82663
Hyundai,Palisade,2024,New,,Hyundai of Columbia,49169
Chevrolet,Tahoe,2021,Used,85591,Rivertown Buick GMC,43799
Ford,Mustang,2023,New,,Reiselman Ford,66830
Ford,Maverick,2023,New,,Reiselman Ford,32285
Ford,Mustang,2023,New,,Reiselman Ford,62735
Honda,Pilot,2024,New,,AutoNation Honda Columbus,43530
GMC,Sierra,2024,New,,Country Chevrolet GMC,98035
Toyota,Tacoma,2023,New,,Permian Toyota,43349
Toyota,bZ4X,2023,New,,Permian Toyota,52797
GMC,Sierra,2024,New,,Larry Stovesand Buick GMC,71830
GMC,Sierra,2024,New,,Brown Automotive Group,67900
GMC,Sierra,2024,New,,Brown Automotive Group,78260
Honda,Pilot,2024,New,,Brown Automotive Group,54310
Mercedes,S-Class,2016,Used,63014,Franklin Chrysler Dodge Jeep Ram,33405
Volkswagen,Atlas,2021,Used,43298,Ford of Franklin,32594
Lincoln,Aviator,2020,Used,60098,Ford of Franklin,41621
Ford,Ranger,2020,Certified,10260,Ford of Franklin,36268
Ford,Mustang,2022,Certified,4723,Ford of Franklin,53528
Ford,Explorer,2020,Used,17880,Ford of Franklin,28818
Ford,Explorer,2020,Certified,45579,Ford of Franklin,34397
GMC,Sierra,2020,Used,101139,Walker Chevrolet,57954
Chevrolet,Tahoe,2021,Used,33067,Walker Chevrolet,64368
Chevrolet,LS,2023,New,,Walker Chevrolet,60060
Toyota,Avalon,2020,Used,30597,Walker Chevrolet,34982
Toyota,Tacoma,2023,New,,Street Toyota,50238
GMC,Canyon,2023,New,,John Thornton Buick GMC,51155
GMC,Canyon,2023,New,,John Thornton Buick GMC,51805
GMC,Sierra,2024,New,,John Thornton Buick GMC,89920
GMC,Sierra,2024,New,,John Thornton Buick GMC,94890
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,47998
Lexus,RX,2022,Used,16378,Toyota of Cool Springs,49435
Toyota,Tundra,2020,Used,29871,Toyota of Cool Springs,45750
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,
Toyota,Tacoma,2023,New,,Toyota of Cool Springs,46877
Nissan,Leaf S,2023,New,,Nissan of Cool Springs,28068
Hyundai,Santa Fe,2023,New,,Hyundai of Cool Springs,40320
Lexus,LX,2023,New,,Lexus of Cool Springs,113510
Lexus,UX,2024,New,,Lexus of Cool Springs,40180
Porsche,911,2011,Used,31445,Porsche of Nashville,85425
Ford,Maverick,2023,New,,Laura Ford of Sullivan,27180
Jeep,Wagoneer,2023,Used,3031,BMW of Nashville,72996
Honda,Ridgeline,2023,Used,3153,Victory Chevrolet GMC Paola,41808
Land Rover,Range Rover,2024,New,,Jaguar Land Rover Nashville,74898
Land Rover,Defender,2023,New,,Jaguar Land Rover Nashville,72630
Land Rover,Defender,2023,New,,Jaguar Land Rover Nashville,65925
Ford,Bronco,2023,Used,340,Global Belle Meade,53881
Ford,Edge,2023,New,,Pratt City Ford,48613
Toyota,Camry,2024,New,,Clint Bowyer Autoplex,28788
Chevrolet,Silverado,2024,New,,"Laura Chevrolet Buick GMC of Sullivan, LLC",68935
Chevrolet,Colorado,2023,New,,"Laura Chevrolet Buick GMC of Sullivan, LLC",51630
Jeep,Wagoneer,1982,Used,99424,Nashville Speed Shop LLC,29999
BMW,330 i,2006,Used,183114,Nashville Speed Shop LLC,5799
GMC,Yukon,2013,Used,115008,Fountain City Motors,18950
Cadillac,Escalade,2014,Used,98248,Fountain City Motors,22950
Land Rover,LR4,2016,Used,53469,Max Motors Harrisonville,28499
Ford,F-150,2023,Used,2183,Max Motors Harrisonville,70861
Kia,LX,2021,Used,21844,Max Motors Harrisonville,21461
Polestar,2,2021,Used,12928,Max Motors Harrisonville,33656
Chevrolet,Silverado,2022,Used,6513,Max Motors Harrisonville,62724
Ford,F-150,2022,Used,32189,Max Motors Harrisonville,44700
Ford,Explorer,2023,New,,Moss Motor Company,49020
GMC,Sierra,2024,New,,Rusty Drewing Chevrolet Buick GMC,85690
Kia,Telluride,2024,New,,Greenway Kia of Hickory Hollow,53135
Toyota,Tundra,2018,Used,146444,Nelson Mazda Murfreesboro,23990
Ford,Mustang,2023,New,,Mid-Tenn Ford,66155
Kia,Soul,2024,New,,Kia of Murfreesboro,22685
Kia,Sportage,2023,New,,Kia of Murfreesboro,44910
Jeep,Grand Cherokee,2022,Used,36351,EchoPark Automotive Nashville,44189
Honda,Pilot,2022,Used,35845,EchoPark Automotive Nashville,31889
Ford,F-150,2023,New,,Courtesy Ford,
GMC,Yukon,2021,Used,78911,Beaman Dodge Chrysler Jeep RAM,46113
Chevrolet,Suburban,2021,Used,79382,Beaman Dodge Chrysler Jeep RAM,42990
Mazda,MX-5 Miata,2020,Used,34667,Beaman Dodge Chrysler Jeep RAM,25307
Mitsubishi,Outlander,2020,Used,51277,Beaman Dodge Chrysler Jeep RAM,18800
Lexus,ES,2019,Used,63029,Murfreesboro Hyundai,26790
Infiniti,QX80,2019,Used,81192,John Roberts Nissan,31915
Toyota,Tacoma,2023,New,,John Roberts Toyota,
Toyota,Tacoma,2023,New,,John Roberts Toyota,
Kia,GT,2024,New,,Hutchinson Kia of Albany,33090
RAM,2500,2023,New,,Newnan Peachtree Chrysler Dodge Jeep RAM,85109
Ford,Bronco,2023,Used,256,Auto Collection of Murfreesboro,49950
GMC,Terrain,2024,New,,Prince of Albany,31470
RAM,1500,2023,New,,Lucas-Smith Chrysler Center,43095
RAM,3500,2023,New,,Albany Chrysler Dodge Jeep Ram,87000
Chevrolet,Bolt,2023,New,,Sapaugh GM Country,38334
Genesis,GV80,2023,Used,4240,Max Chrysler Dodge Jeep Ram Belton,69000
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,50484
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,61210
Chevrolet,Silverado,2023,New,,Paul Thigpen Chevrolet Buick GMC,56920
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,59475
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,
Chevrolet,Trailblazer,2023,New,,Paul Thigpen Chevrolet Buick GMC,28355
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,49922
Chevrolet,Silverado,2024,New,,Paul Thigpen Chevrolet Buick GMC,45545
Toyota,Tundra,2019,Used,33811,Nashville Toyota North,43587
Infiniti,QX80,2019,Used,27732,Nashville Toyota North,41400
Lexus,RX,2021,Used,38022,Nashville Toyota North,40981
Dodge,Durango,2023,New,,Paulding Chrysler Dodge Jeep Ram,50832
Chevrolet,Camaro,2021,Used,15100,Reiselman GMC,30446
Mazda,CX-5,2024,New,,Tumminia Mazda,44785
Porsche,Panamera,2021,Used,11901,Mercedes-Benz of Kansas City,83940
Mercedes,GLE,2023,Certified,15055,Mercedes-Benz of Kansas City,84626
Chevrolet,Blazer,2023,New,,McCarthy Chevrolet Lee's Summit,37015
Chevrolet,Silverado,2021,Certified,13654,McCarthy Chevrolet Lee's Summit,47500
BMW,Z4,2019,Used,44344,McCarthy Chevrolet Lee's Summit,36500
Chevrolet,Camaro,2019,Certified,39343,McCarthy Chevrolet Lee's Summit,37000
Lincoln,Navigator,2023,New,,Olathe Ford Lincoln,103113
Nissan,Pathfinder,2023,New,,Nissan of Olathe,45628
Nissan,Pathfinder,2023,New,,Nissan of Olathe,49489
BMW,X5,2024,New,,BMW of South Atlanta,80760
BMW,X5,2024,New,,BMW of South Atlanta,90295
BMW,X5,2024,New,,BMW of South Atlanta,73310
BMW,X5,2024,New,,BMW of South Atlanta,71360
Toyota,4Runner,2023,New,,Nalley Toyota Union City,48538
Lexus,GX,2023,New,,Butler Lexus of South Atlanta,65680
Lexus,LX,2023,New,,Butler Lexus of South Atlanta,113605
Toyota,Highlander,2024,New,,AutoNation Toyota Thornton Road,46995
Toyota,Highlander,2023,New,,AutoNation Toyota Thornton Road,46563
Toyota,Highlander,2024,New,,AutoNation Toyota Thornton Road,47920
Toyota,Highlander,2024,New,,AutoNation Toyota Thornton Road,49021
Toyota,Highlander,2024,New,,AutoNation Toyota Thornton Road,46464
Toyota,Highlander,2024,New,,AutoNation Toyota Thornton Road,55109
Chevrolet,Silverado,2024,New,,John Thornton Chevrolet,85135
Chevrolet,Traverse,2023,New,,John Thornton Chevrolet,41945
Chevrolet,Trax,2024,New,,John Thornton Chevrolet,25075
Chevrolet,Colorado,2023,New,,John Thornton Chevrolet,31170
Chevrolet,Colorado,2023,New,,John Thornton Chevrolet,32130
Ford,F-150,2018,Used,86132,John Thornton Chevrolet,28921
Ford,Explorer,2023,New,,Bob Sight Ford,53500
Ford,Explorer,2023,New,,Bob Sight Ford,60500
Kia,EV6,2023,Used,1462,Calavan Kia West,38500
Chevrolet,Colorado,2023,New,,Du Quoin Chevrolet Buick,46655
Cadillac,Escalade,2020,Used,34522,Shottenkirk Honda of Cartersville,59631
Chevrolet,Tahoe,2021,Used,50535,Shottenkirk Honda of Cartersville,58609
Kia,Sportage,2023,New,,Matthews Kia,40585
BMW,X4,2024,New,,BMW of Kansas City South,61510
BMW,X7,2020,Certified,41526,BMW of Kansas City South,70431
BMW,X6,2021,Certified,31444,BMW of Kansas City South,68968
Audi,Q8,2022,Used,12702,BMW of Kansas City South,59875
Honda,Pilot,2024,New,,Jay Wolfe Honda,51415
Honda,CR-V,2019,Certified,25775,Jay Wolfe Honda,31000
Honda,Pilot,2024,New,,Jay Wolfe Honda,53855
Honda,Ridgeline,2023,New,,Jay Wolfe Honda,47485
Honda,Accord,2023,New,,Gallatin Honda,30155
Ford,Expedition,2023,New,,Bob Allen Ford,82495
Toyota,Tundra,2023,New,,Crown Toyota Volkswagen,69678
Volkswagen,Tiguan,2023,New,,Crown Toyota Volkswagen,27189
Ford,Bronco,2023,Used,3288,Greenway Ford,45988
Toyota,Supra,2022,Used,6427,Jim Butler Chevrolet,63710
Infiniti,QX80,2016,Used,70051,Jim Butler Chevrolet,26194
BMW,xD,2018,Used,44530,Jim Butler Chevrolet,34100
Volkswagen,Beetle,2018,Used,60547,Jim Butler Chevrolet,24157
Jeep,Wrangler,2024,New,,Reed Jeep Chrysler Dodge Ram,56070
Lexus,LX,2023,New,,Hendrick Lexus Kansas City,135357
Toyota,Tacoma,2023,New,,Hendrick Toyota Merriam,50801
Toyota,Tacoma,2023,New,,Hendrick Toyota Merriam,45561
Toyota,Tacoma,2023,New,,Hendrick Toyota Merriam,50233
Toyota,Tacoma,2023,New,,Hendrick Toyota Merriam,49542
Toyota,Highlander,2023,New,,Hendrick Toyota Merriam,44336
Toyota,Tacoma,2023,New,,Hendrick Toyota Merriam,43467
Audi,Q8,2019,Used,66615,Audi Shawnee Mission,45987
Mercedes,C-Class,2019,Used,35687,Audi Shawnee Mission,26587
Audi,Q7,2018,Used,100006,Audi Shawnee Mission,25587
Mercedes,E-Class,2017,Used,21477,Audi Shawnee Mission,30987
BMW,X5,2020,Used,65900,Aristocrat Motors,72977
Land Rover,Discovery,2020,Used,70686,Aristocrat Motors,41977
Porsche,911,2022,Certified,445,Aristocrat Motors,241977
Jaguar,XJ,2019,Used,25422,Aristocrat Motors,44977
BMW,X5,2022,Used,35523,Aristocrat Motors,89977
Land Rover,Discovery,2023,New,,Aristocrat Motors,84365
Maserati,GranTurismo,2024,New,,Aristocrat Motors,188888
Mercedes,G 550,2021,Certified,27670,Aristocrat Motors,147777
Mercedes,E-Class,2011,Used,102684,"Cars-KC, LLC",13900
Chevrolet,Silverado,2023,New,,Hendrick Chevrolet Shawnee Mission,62075
BMW,M2,2024,New,,Baron BMW MINI,72980
Porsche,911,2010,Used,40326,Baron BMW MINI,53944
Lexus,GX,2016,Used,70477,Baron BMW MINI,29944
Lexus,GX,2015,Used,90177,Baron BMW MINI,26944
BMW,X7,2020,Used,63124,Baron BMW MINI,47944
BMW,X5,2019,Used,86046,Baron BMW MINI,30944
Nissan,Armada,2017,Used,61430,Baron BMW MINI,25944
Toyota,86,2020,Used,28798,Baron BMW MINI,25944
Audi,S3,2020,Used,21375,Baron BMW MINI,34944
Volkswagen,Beetle,2006,Used,90882,Baron BMW MINI,5994
Tesla,Model X,2022,Used,24070,Baron BMW MINI,82944
Honda,Odyssey,2018,Used,79922,Car City Wholesale,27455
Infiniti,QX60,2018,Used,47653,University Motors of Chattanooga,24259
Toyota,4Runner,2018,Used,95655,University Motors of Chattanooga,31765
Chevrolet,Silverado,2023,New,,Walter Jackson Chevrolet,55940
Nissan,Leaf S,2018,Used,68440,Jim Tidwell Ford,12899
Jaguar,E-PACE,2019,Used,51839,Jim Tidwell Ford,22899
Ford,Bronco,2023,Certified,2801,Jim Tidwell Ford,56999
Toyota,Supra,2022,Used,2262,Jim Tidwell Ford,61975
Porsche,911,2009,Used,101479,AutoNation USA Kennesaw,43999
Volvo,S60,2023,Used,7093,AutoNation USA Kennesaw,45999
Lexus,LX,2017,Used,62504,Autonomous,54999
Lexus,IS,2020,Used,34885,Autonomous,27000
Lincoln,Navigator,2019,Used,69537,Dave Sinclair Lincoln South,46413
Lincoln,Aviator,2021,Certified,28943,Dave Sinclair Lincoln South,51999
Lincoln,Navigator,2024,New,,Dave Sinclair Lincoln South,108750
Lincoln,Navigator,2024,New,,Dave Sinclair Lincoln South,112100
Lincoln,Navigator,2024,New,,Dave Sinclair Lincoln South,109125
Lincoln,Navigator,2024,New,,Dave Sinclair Lincoln South,109355
Ford,Expedition,2014,Used,131446,South County Dodge Chrysler Jeep RAM,16500
Toyota,Tundra,2023,Used,6223,Suntrup Kia South,50135
Toyota,Sequoia,2024,New,,Weiss Toyota of South County,76293
Toyota,Highlander,2024,New,,Weiss Toyota of South County,55787
Toyota,Highlander,2024,New,,Weiss Toyota of South County,55343
Toyota,Sequoia,2024,New,,Weiss Toyota of South County,80867
GMC,Sierra,2023,Used,6040,Dave Sinclair Buick GMC,74741
Mitsubishi,Lancer,2011,Used,150483,Dave Mungenast St. Louis Honda,18999
Jeep,Grand Wagoneer,2022,Used,9990,Gravity Motor Cars,70899
Lexus,RX,2022,Used,14906,Gravity Motor Cars,45889
Porsche,Cayenne,2020,Used,43058,Gravity Motor Cars,50489
Toyota,Tundra,2023,New,,Marietta Toyota,58012
Mercedes,SL 43,2023,New,,Mercedes-Benz of Marietta,116085
Mercedes,S-Class,2023,New,,Mercedes-Benz of Marietta,143595
Mercedes,S-Class,2023,New,,Mercedes-Benz of Marietta,143895
Mercedes,SL 43,2023,New,,Mercedes-Benz of Marietta,115850
Cadillac,CT5,2020,Certified,35064,Elco Chevrolet & Cadillac,42490
Chevrolet,Tahoe,2023,New,,Elco Chevrolet & Cadillac,72830
Cadillac,Escalade,2023,New,,Elco Chevrolet & Cadillac,111285
Subaru,WRX,2023,New,,Dean Team Volkswagen Subaru of Ballwin,34542
RAM,3500,2017,Used,162879,Integrity Chevrolet,43880
Jeep,Wrangler,2023,New,,Universal Chrysler Dodge Jeep Ram,64237
Jeep,Wrangler,2023,New,,Universal Chrysler Dodge Jeep Ram,64237
Chevrolet,1500,1995,Used,50329,Collectible Motor Car of Atlanta,31900
BMW,M440 i,2024,New,,BMW of West St. Louis,72475
BMW,X5,2024,New,,BMW of West St. Louis,77645
BMW,M340,2023,New,,BMW of West St. Louis,65820
RAM,1500,2024,New,,Landmark Dodge Chrysler Jeep Ram,69305
Jeep,Grand Wagoneer,2023,New,,Landmark Dodge Chrysler Jeep Ram,115755
Ford,F-250,2023,New,,Metro Ford,57230
Volkswagen,Atlas,2024,New,,Joe Machens Volkswagen,55594
GMC,Sierra,2024,New,,Oakes Buick GMC,51870
GMC,Acadia,2023,New,,Oakes Buick GMC,35945
Dodge,Durango,2023,New,,Landmark Dodge Chrysler Jeep RAM Morrow,119488
Mazda,MX-5 Miata,1992,Used,69950,Holder Automotive,8450
BMW,X5,2024,New,,Global Imports BMW,71995
Dodge,Durango,2023,New,,Chrysler Dodge Jeep Ram of Woodstock,63465
Ford,Bronco,2023,New,,Suntrup Ford Kirkwood,72245
RAM,1500,2024,New,,Glendale Chrysler Dodge Jeep RAM,82875
Jeep,Grand Cherokee,2024,New,,Glendale Chrysler Dodge Jeep RAM,67805
BMW,Coupe,2024,New,,BMW VW of Topeka,69490
GMC,Canyon,2022,Used,8752,Randy Curnow Buick GMC,44778
GMC,Acadia,2023,Used,21636,Randy Curnow Buick GMC,36990
Cadillac,Escalade,2021,Used,26202,Randy Curnow Buick GMC,82990
